id,xd_id,pref_name_for_society,glottocode,ORIG_name_and_ID_in_this_dataset,alt_names_by_society,main_focal_year,HRAF_name_ID,HRAF_link,origLat,origLong,Lat,Long,Comment,glottocode_comment
Ej4,xd726,Annamese,viet1252,Annamese (Ej4),Vietnamese,1950,Vietnam (AM11),http://ehrafworldcultures.yale.edu/collection?owc=AM11,17,107,17,107,Original,
Ej5,xd727,Khmer,cent1989,Cambodians (Ej5),Cambodians,1950,Cambodians (AM04),http://ehrafworldcultures.yale.edu/collection?owc=AM04,12,105,12,105,Original,"Note, previously matched to a dialect of cent1989 (sout2688); rematched to [cent1989] after ""Ancient Khmer"" linked to a different language (so no longer sharing tip of cent1989 with ""Cambodians"" (5Sept2018). Note, this change may not be incorporated to Bouckaert/Atkinson global tree because of timing of correction."
Ej6,xd728,Moken,moke1242,Selung (Ej6),"Selung, Mawken, Salon, Sea Gypsies",1920,,,12,98,11.78,98.28,Revised,
Ej7,xd729,Akha,akha1245,Akha (Ej7),"e-Kaw, Kaw",1950,,,21,100,21,100,Original,
Ac7,xd73,Yao,yaoo1241,Yao (Ac7),"Achawa, Wayao",1920,Yao (FT07),in process,-13,36,-13,36,Original,
Ej8,xd730,Malays,mala1479,Malays (Ej8),,1940,Malays (AN05),http://ehrafworldcultures.yale.edu/collection?owc=AN05,5,103,5,103,Original,
Ej9,xd731,Thai,thai1261,Siamese (Ej9),"Siamese, Central Thai",1940,,,15,100,15,100,Original,
Ia1,xd732,Atayal,atay1247,Atayal (Ia1),,1930,,,24,121,24,121,Original,
Ia10,xd733,Bunun,bunu1267,Bunun (Ia10),,1930,,,24,121,24,121,Original,
Ia11,xd734,Puyuma,puyu1239,Puyuma (Ia11),,1930,,,23,121,23,121,Original,
Ia12,xd735,Sugbuanon,cebu1242,Sugbuhanon (Ia12),"Cebuanos, Sugbuhanon, Cebuan Bisaya, Cebuans",1950,Central (OA14),in process,10,124,10.2,123.65,Revised,
Ia13,xd736,Badjau Tawi-Tawi,sout2918,Badjau Tawi-Tawi (Ia13),"Tawi-Tawi Badjaw, Badjau",1960,,,5,120,5.09,119.97,Revised,
Ia14,xd737,Tao,yami1254,Yami (Ia14),Yami,1930,,,22,122,22.05,121.55,Revised,
Ia15,xd738,Manobo,agus1235,Manobo (Ia15),,1920,,,8,126,8,126,Original,Note 8Feb2018: Changed based on note from HH: Why W Bukidnon Manobo rather than e.g. Agusan Manobo [msm]?
Ia16,xd739,Kalinga,lubu1243,Kalinga (Ia16),,1910,,,18,121,18,121,Original,
Ac8,xd74,Yombe,yomb1244,Yombe (Ac8),"Bayombe, Mayombe",1930,,,-5,13,-5,13,Original,
Ia17,xd740,Bilaan,koro1310,Bilaan (Ia17),,1910,,,6,125,6,125,Original,
Ia18,xd741,Bisayan,akla1241,Bisayan (Ia18),Visayan,1950,,,10,123,10,123,Original,
Ia2,xd742,Sagada,nort2877,Sagada (Ia2),Sagada Igorot,1950,,,17,121,17,121,Original,
Ia3,xd743,Ifugao,tuwa1243,Ifugao (Ia3),,1920,Ifugao (OA19),http://ehrafworldcultures.yale.edu/collection?owc=OA19,17,121,17,121,Original,"Changed to ifk from ifb on 8 April 2017 based on comment from H. Hammarström: Barton is source, and while he doesn't say specifically which group his observations pertain to, he was working using Kiangan as his base, which would make it Ifugao-Tuwali [ifk]"
Ia4,xd744,Subanun,cent2089,Subanun (Ia4),,1950,,,8,123,8,123,Original,
Ia5,xd745,Hanunoo,hanu1241,Hanunoo (Ia5),,1950,,,13,121,13,121,Original,
Ia6,xd746,Paiwan,paiw1248,Paiwan (Ia6),,1930,,,22,121,22.44,120.77,Revised,
Ia7,xd747,Tagbanua,tagb1258,Tagbanua (Ia7),,1950,,,10,119,10,119,Original,
Ia8,xd748,Bontok,cent2292,Bontok (Ia8),,1900,,,17,121,17,121,Original,
Ia9,xd749,Ami,amis1246,Ami (Ia9),Pangcah,1930,,,22,121,22.7,121.05,Revised,
Ac9,xd75,Ngoni,ngon1269,Ngoni (Ac9),Angoni,1940,Ngoni (FR05),in process,-12,33,-12,33,Original,
Ib1,xd750,Iban,iban1264,Iban (Ib1),"Dayak, Sea Dayak",1950,Iban (OC06),http://ehrafworldcultures.yale.edu/collection?owc=OC06,2,112,2,112,Original,
Ib2,xd751,Javanese,java1254,Javanese (Ib2),,1950,Javanese (OE05),http://ehrafworldcultures.yale.edu/collection?owc=OE05,-7,110,-7,110,Original,"Note, previously linked to language iso ""jas"" (New Caledonian Javanese); on 3Mar2016 Hannah Haynie checked refs/coordinates and concluded ""jav"" was a better match; it was temporarily switched back to [jas/newc1244] on 8Aug2018 but that was a mistake, should be [jav]/[java1254] (updated note: 5Sept2018 kk)"
Ib3,xd752,Balinese,bali1278,Balinese (Ib3),,1950,Bali (OF07),http://ehrafworldcultures.yale.edu/collection?owc=OF07,-8,115,-8.18,115.02,Revised,"Note, previously linked to language iso ""mhp"" (Malay, Balinese). Hannah Haynie checked refs/coordinates and concluded ""ban"" (Bali, glottocode bali1278) was a better match (3 Mar 2016)"
Ib4,xd753,Toba Batak,bata1289,Batak (Ib4),"Toba, Batak",1930,,,2,99,2,99,Original,
Ib5,xd754,Kadazan-Dusun,cent2100,Dusun (Ib5),Dusun,1920,,,6,117,6,117,Original,
Ib6,xd755,Minangkabau,mina1268,Minangkabau (Ib6),,1920,,,-1,101,-1,101,Original,
Ib7,xd756,Mentaweians,ment1249,Mentaweians (Ib7),,1920,Mentawaians (OD09),http://ehrafworldcultures.yale.edu/collection?owc=OD09,-3,100,-2.93,100.23,Revised,
Ib8,xd757,Anak Dalam,kubu1239,Kubu (Ib8),"Orang Batin Sembilan, Orang Rimba, Kubu",1900,,,-3,103,-3,103,Original,
Ib9,xd758,Punan,puna1275,Punan (Ib9),,1950,,,3,115,3,115,Original,"Note, previously this xd_id was associated with language iso sge (Segai); Hannah Haynie reviewed references and coordinates and concluded should be matched to language iso ""pna"", glottolog language puna1275 (3 Mar 2016)"
Ic1,xd759,Macassarese,maka1311,Macassarese (Ic1),,1940,Makassar (OG06),in process,-5,119,-5.31,119.69,Revised,
Ad1,xd76,Bajuni,baju1245,Bajun (Ad1),"Wabajuni, Bajun, Bagiuni, Barjun, Wagunya",1950,,,-2,41,-2,41,Original,
Ic10,xd760,Tobelorese,tobe1252,Tobelorese (Ic10),Togutil,1910,,,1,128,1,128,Original,
Ic11,xd761,Ambonese,ambo1250,Ambonese (Ic11),,1950,,,-4,128,-3.71,128.18,Revised,
Ic12,xd762,Sumbawanese,sumb1241,Sumbawanese (Ic12),,1951,,,-4,118,-8.63,117.27,Revised,
Ic13,xd763,Kodi,kodi1247,Kodi (Ic13),West Sumbanese,1950,,,-10,119,-9.66,119.07,Revised,
Ic2,xd764,Alorese,abui1241,Alorese (Ic2),Abui,1940,Alor (OF05),http://ehrafworldcultures.yale.edu/collection?owc=OF05,-8,125,-8.22,124.26,Revised,Changed from aol to abz on 8 April 2017 based on comment from H. Hammarström: Sources are DuBois and Nicolspeyer. They both worked with Abui (abz) speakers.
Ic3,xd765,Belu,tetu1245,Belu (Ic3),,1950,,,-9,126,-9,126,Original,
Ic4,xd766,Rotinese,term1237,Rotinese (Ic4),"Atahori Rote, Hataholi Lote",1920,,,-11,123,-10.71,123.18,Revised,
Ic5,xd767,Toradja,pamo1252,Toradja (Ic5),,1910,Toradja (OG11),http://ehrafworldcultures.yale.edu/collection?owc=OG11,-2,121,-2,121,Original,"Changed to pamo1252 (pmf, Pamona) from tora1261 (sda, Sa'dan) on 3Oct2018. Reason: the SCCS focus is on the Bare'e subgroup, which is the focus of (Adriani and Kruijt, 1912). Harald Hammarstrom notes that this group speaks Pamona [pmf], not Sa'dan [sda]. Note, this change may not be incorporated to Bouckaert/Atkinson global tree because of timing of correction."
Ic6,xd768,Tanimbarese,sela1259,Tanimbarese (Ic6),,1930,,,-8,131,-8.19,130.96,Revised,
Ic7,xd769,Ili-Mandiri,lama1277,Ili-Mandiri (Ic7),,1920,,,-8,123,-8.33,122.85,Revised,
Ad10,xd77,Shambaa,sham1280,Shambala (Ad10),"Wasambaa, Shambala, Sambara, Waschambala",1910,,,-5,38,-5,38,Original,
Ic8,xd770,Kei,keii1239,Kei (Ic8),Kei Islanders,1890,,,-6,133,-5.58,133.07,Revised,
Ic9,xd771,Sumbanese,kamb1299,Sumbanese (Ic9),Tau Humba,1930,,,-10,120,-10,120,Original,
Id1,xd772,Northern Aranda,east2379,Aranda (Id1),"Aranda (Northern), Northern Arenda, Arunta",1900,Aranda (OI08),http://ehrafworldcultures.yale.edu/collection?owc=OI08,-24,134,-24,134,Original,"Note 8Feb2018: Not changed, despite note from HH: ""Why is Strehlow not associated rather with Western Arrarnta [are]"". According to White SCCS Pinpointing sheets, focus is ""The Arunta Mbainda of Alice Springs: [...] closely studied by Spencer and Gillen in 1896, restudied in 1901, and visited by Spencer in 1926 for some follow-up reconstruction work with several informants."" [So, Strehlow was perhaps used for supporting materials?]"
Id10,xd773,Walbiri,warl1254,Walbiri (Id10),Warlpiri,1930,,,-22,132,-22,132,Original,
Id11,xd774,Gidjingali,gunn1248,Gidjingali (Id11),"Burarra, Gun-nartpa",1950,,,-12,135,-12.29,134.32,Revised,
Id12,xd775,Yir Yoront,jirj1239,Yir Yoront (Id12),,1930,,,-15,142,-15,142,Original,"Note, previously yiy and yiry1245, however both codes have been retired"
Id13,xd776,Anindilyagwa,anin1240,Groote Eylandt (Id13),"Enindilywakwa, Groote Eylandt, Groote Eyelandt",1930,,,-14,137,-13.99,136.6,Revised,
Id2,xd777,"Yolngu, Dhuwal",dhuw1249,Murngin (Id2),"Murngin, Wulamba, Dhuwal",1930,Murngin (OI17),in process,-12,136,-12.48,135.96,Revised,
Id3,xd778,Tiwi,tiwi1244,Tiwi (Id3),,1920,Tiwi (OI20),http://ehrafworldcultures.yale.edu/collection?owc=OI20,-12,131,-11.56,130.81,Revised,
Id4,xd779,Diyari,dier1241,Dieri (Id4),"Dieri, Dieri",1900,,,-28,138,-28,138,Original,
Ad11,xd78,Bena,bena1262,Bena (Ad11),Wabena,1930,Bena (FN31),http://ehrafworldcultures.yale.edu/collection?owc=FN31,-9,36,-9,36,Original,
Id5,xd780,Kariyarra,kari1304,Kariera (Id5),Kariera,1910,,,-21,118,-21,118,Original,
Id6,xd781,Wikmunkan,wikm1247,Wikmunkan (Id6),Wikmunkun,1920,,,-14,142,-14,142,Original,
Id7,xd782,Murriny Patha,murr1258,Murinbata (Id7),"Murriny Patha, Murinbata",1940,,,-14,130,-14,130,Original,
Id8,xd783,Tasmanians (northwestern),port1278,Tasmanians (Id8),"Palawa, Tasmanians (northwestern), Tasmanians (Western), Tasmanians (West Coast)",1830,Tasmanians (OI19),in process,-42,146,-42,146,Original,"Note, previously tasm1247, but languages difficult to assign with certainty, so chose another western tasmanian language not considered a ""bookkeeping"" language by glottolog"
Id9,xd784,Ngiyambaa,wang1291,Wongaibon (Id9),Wongaibon,1910,,,-32,146,-32,146,Original,
Ie1,xd785,Mee,ekar1243,Kapauku (Ie1),Kapauku,1950,Kapauku (OJ29),http://ehrafworldcultures.yale.edu/collection?owc=OJ29,-4,136,-4,136,Original,
Ie10,xd786,Motu,motu1246,Motu (Ie10),,1950,,,-9,147,-9,147,Original,
Ie11,xd787,Kakoli,umbu1258,Kakoli (Ie11),,1950,,,-6,144,-6,144,Original,
Ie12,xd788,Kwoma,kwom1262,Kwoma (Ie12),,1930,Kwoma (OJ13),http://ehrafworldcultures.yale.edu/collection?owc=OJ13,-4,142,-4,142,Original,
Ie13,xd789,Kiwai,sout2949,Kiwai (Ie13),,1920,,,-9,143,-9,143,Original,
Ad12,xd79,Gusii,gusi1247,Gusii (Ad12),"Abagusii, Gizii, Kissi, Kosova",1940,Gusii (FL08),http://ehrafworldcultures.yale.edu/collection?owc=FL08,-1,35,-1,35,Original,
Ie14,xd790,Miriam,meri1244,Miriam (Ie14),,1900,,,-10,144,-9.91,144.06,Revised,
Ie15,xd791,Abelam,ambu1247,Abelam (Ie15),,1930,,,4,-145,-3.79,143.09,Revised,
Ie16,xd792,Kutubu,foii1241,Kutubu (Ie16),,1940,,,-6,143,-6,143,Original,
Ie17,xd793,Siane,sian1257,Siane (Ie17),,1940,,,-6,145,-6,145,Original,
Ie18,xd794,Kimam,kima1246,Kimam (Ie18),Frederik-Hendrik Islanders,1940,,,-7,138,-7.52,138.46,Revised,
Ie19,xd795,Marind-Amin,nucl1622,Marindamin (Ie19),"Marindamin, Tugeri",1910,,,-8,139,-8,139,Original,
Ie2,xd796,Wantoat,want1252,Wantoat (Ie2),,1920,,,-7,147,-6.15,146.53,Revised,
Ie20,xd797,Koita,koit1244,Koita (Ie20),,1900,,,-9,147,-9,147,Original,
Ie21,xd798,Mailu,mail1248,Mailu (Ie21),,1900,,,-10,149,-10,149,Original,
Ie22,xd799,Mekeo,meke1243,Mekeo (Ie22),,1900,,,-9,147,-9,147,Original,
Aa8,xd8,/Xam,xamm1241,Xam (Aa8),"Xam, Cape Bushman",1850,,,-30,23,-30,23,Original,
Ad13,xd80,Kiga,chig1238,Chiga (Ad13),"Chiga, Bachiga, Ciga, Kyiga",1930,,,-3,30,-3,30,Original,
Ie23,xd800,Muju,sout2940,Muju (Ie23),,1950,,,-6,141,-6,141,Original,
Ie24,xd801,Koiari,gras1249,Koiari (Ie24),,1870,,,-9,148,-9,148,Original,
Ie25,xd802,Mafulu,fuyu1242,Mafulu (Ie25),,1920,,,-8,147,-8,147,Original,
Ie26,xd803,Ngarawapum,adze1240,Ngarawapum (Ie26),,1940,,,-6,146,-6,146,Original,
Ie27,xd804,Banaro,bana1292,Banaro (Ie27),,1910,,,-4,145,-4.56,144.34,Revised,
Ie28,xd805,Busama,buga1250,Busama (Ie28),,1940,,,-7,147,-6.69,147.26,Revised,
Ie29,xd806,Manam,mana1295,Manam (Ie29),,1930,,,-4,145,-4.08,145.03,Revised,
Ie3,xd807,Arapesh,buki1249,Arapesh (Ie3),,1930,,,-4,144,-4,144,Original,Note 8Feb2018: Changed based on note from HH: Why is Mead's Arapesh associated with Bumbita rather than Bukiyip [ape]?
Ie30,xd808,Mimika,kamo1255,Mimika (Ie30),,1950,,,-4,135,-4,135,Original,
Ie31,xd809,Fore,fore1270,Fore (Ie31),,1950,,,-6,145,-6,145,Original,
Ad14,xd81,Luguru,lugu1238,Luguru (Ad14),Waluguru,1930,,,-8,38,-8,38,Original,
Ie32,xd810,Sio,sioo1240,Sio (Ie32),,1964,,,-6,147,-6,147,Original,
Ie33,xd811,Soromadja,nucl1595,Soromadja (Ie33),Tor,1950,,,-2,138,-2,138,Original,
Ie34,xd812,Bgu,bong1287,Bgu (Ie34),,1960,,,-2,140,-2.34,139.6,Revised,
Ie35,xd813,Iatmul,iatm1242,Iatmul (Ie35),,1930,,,-4,143,-4,143,Original,
Ie36,xd814,Samarokena,sama1240,Samarokena (Ie36),,1950,,,-3,140,-3,140,Original,
Ie37,xd815,Star Mountain,ngal1298,Star Mountain (Ie37),Star Mountain Papuans,1960,,,-5,141,-5,141,Original,
Ie38,xd816,Dani,midg1235,Dani (Ie38),,1960,,,-4,139,-4,139,Original,
Ie39,xd817,Elema,orok1267,Elema (Ie39),,1920,,,-8,145,-7.82,145.31,Revised,
Ie4,xd818,Wogeo,woge1237,Wogeo (Ie4),,1930,Wogeo (OJ27),http://ehrafworldcultures.yale.edu/collection?owc=OJ27,-3,144,-3.24,144.1,Revised,
Ie5,xd819,Keraki,namb1293,Keraki (Ie5),,1930,,,-9,142,-9,142,Original,
Ad15,xd82,Iwa,nyam1275,Iwa (Ad15),"Awiwa, Wawiwa, Wiwa",1900,,,-10,32,-10,32,Original,
Ie6,xd820,Waropen,waro1242,Waropen (Ie6),,1930,,,-2,137,-2.14,137.23,Revised,
Ie7,xd821,Enga,enga1252,Enga (Ie7),,1950,,,-6,144,-6,144,Original,
Ie8,xd822,Purari,pura1257,Purari (Ie8),,1910,,,-7,145,-7,145,Original,
Ie9,xd823,Orokaiva,orok1269,Orokaiva (Ie9),,1920,Orokaiva (OJ23),http://ehrafworldcultures.yale.edu/collection?owc=OJ23,-9,148,-9,148,Original,
If1,xd824,Palauans,pala1344,Palauans (If1),,1940,Belau (OR15),http://ehrafworldcultures.yale.edu/collection?owc=OR15,7,135,7.45,134.54,Revised,
If10,xd825,Nomoians,mort1237,Nomoians (If10),Mortlock Islanders,1940,,,6,153,6.89,152.74,Revised,
If11,xd826,Kosraeans,kosr1238,Kusaians (If11),Kusaians,1860,,,5,163,5.31,162.98,Revised,
If12,xd827,Bikinians,rali1241,Bikinians (If12),,1940,Marshalls (OR11),http://ehrafworldcultures.yale.edu/collection?owc=OR11,12,165,11.7,165.29,Revised,
If13,xd828,Nauruans,naur1243,Nauruans (If13),,1900,,,-1,166,-0.53,166.92,Revised,
If14,xd829,Makin,bana1287,Makin (If14),Gilbertese,1890,,,3,173,3.38,172.99,Revised,
Ad16,xd83,Ngonde,ngon1268,Ngonde (Ad16),"Konde, Nkonde, Wangonde",1920,Ngonde (FN17),http://ehrafworldcultures.yale.edu/collection?owc=FN17,-10,34,-10,34,Original,
If15,xd830,Carolinians,caro1242,Carolinians (If15),,1930,,,15,146,15.21,145.76,Revised,
If16,xd831,Lamotrek,lamo1243,Lamotrek (If16),,1960,,,7,146,7.46,146.38,Revised,
If17,xd832,Marshallese - Jaluit atoll,rali1241,Marshallese (If17),,1900,Marshallese (OR11),http://ehrafworldcultures.yale.edu/collection?owc=OR11,6,169,6.28,169.49,Revised,"12 Nov 2018 - dialect assigment corrected (should have been Ralik, rali1241, not Ratak, rata1243)."
If2,xd833,Trukese,chuu1238,Trukese (If2),Chuukese,1940,Truk (OR19),http://ehrafworldcultures.yale.edu/collection?owc=OR19,7,152,7.34,151.6,Revised,
If3,xd834,Majuro,rata1243,Majuro (If3),Marshallese,1940,Marshalls (OR11),http://ehrafworldcultures.yale.edu/collection?owc=OR11,7,171,7.09,171.13,Revised,
If4,xd835,Ifaluk,nucl1479,Ifuluk (If4),Ifuluk,1940,Woleai (OR21),http://ehrafworldcultures.yale.edu/collection?owc=OR21,7,147,7.25,144.46,Revised,
If5,xd836,Ponapeans,pohn1238,Ponapeans (If5),Pohnpeian,1910,,,7,158,6.88,158.22,Revised,
If6,xd837,Yapese,yape1248,Yapese (If6),,1910,Yap (OR22),http://ehrafworldcultures.yale.edu/collection?owc=OR22,9,138,9.55,138.13,Revised,
If7,xd838,Gilbert Onotoa,nuii1237,Gilbert Onotoa (If7),"Onotoa, Gilbertese",1940,,,-2,174,-1.47,175.06,Revised,
If8,xd839,Chamorro,cham1312,Chamorro (If8),,1950,,,15,145,15.13,145.71,Revised,
Ad17,xd84,Safwa,safw1238,Safwa (Ad17),Wassafwa,1920,,,-8,33,-8,33,Original,
If9,xd840,Ulithians,ulit1238,Ulithians (If9),,1900,,,10,140,10.02,139.79,Revised,
Ig1,xd841,Siuai,siwa1245,Siuai (Ig1),,1940,Siwai (ON19),http://ehrafworldcultures.yale.edu/collection?owc=ON19,-6,155,-6,155,Original,
Ig10,xd842,Usiai,lele1270,Usiai (Ig10),,1950,,,-2,147,-2,147,Original,
Ig11,xd843,Rossel Islanders,yele1255,Rossel (Ig11),Rossel,1920,,,-9,154,-11.36,154.14,Revised,
Ig12,xd844,Choiseulese,vagh1249,Choiseulese (Ig12),,1900,,,-6,156,-6.69,156.52,Revised,
Ig13,xd845,Aua,wuvu1239,Aua (Ig13),,1900,,,-2,143,-1.74,142.85,Revised,
Ig14,xd846,Dahuni,suau1242,Dahuni (Ig14),,1900,,,-10,150,-10.41,149.91,Revised,
Ig15,xd847,Bakovi,bola1250,Bakovi (Ig15),,1950,,,-5,150,-5.42,150.05,Revised,
Ig16,xd848,Bwaidoga,bwai1242,Bwaidoga (Ig16),,1950,,,-9,150,-9.44,150.33,Revised,
Ig17,xd849,Kombe,mudu1242,Koobe (Ig17),Koobe,1950,,,-5,149,-4.67,149.53,Revised,
Ad18,xd85,Bende,bend1258,Bende (Ad18),"Vende, Wabende",1910,,,-7,31,-7,31,Original,
Ig18,xd850,Kwaio,kwai1243,Kwaio (Ig18),,1960,,,-9,161,-9,161,Original,
Ig19,xd851,Molima,moli1248,Molima (Ig19),,1950,,,-10,151,-10,151,Original,
Ig2,xd852,Trobriands,kili1267,Trobriands (Ig2),,1910,Trobriands (OL06),http://ehrafworldcultures.yale.edu/collection?owc=OL06,-8,151,-8.43,151.09,Revised,
Ig20,xd853,Kaoka,long1395,Kaoka (Ig20),Kaukau,1920,,,-10,161,-9.49,159.82,Revised,
Ig21,xd854,Tangu,tang1355,Tangu (Ig21),Tanga,1930,,,-3,153,-3.38,153.31,Revised,
Ig3,xd855,Kurtatchi,tinp1237,Kurtatchi (Ig3),Buka,1930,Tinputz (ON06),http://ehrafworldcultures.yale.edu/collection?owc=ON06,-5,154,-5.6,154.91,Revised,
Ig4,xd856,Lesu,nots1237,Lesu (Ig4),New Irelanders,1930,Lesu (OM24),http://ehrafworldcultures.yale.edu/collection?owc=OM24,-3,153,-3.06,151.66,Revised,
Ig5,xd857,Dobuans,dobu1241,Dobuans (Ig5),,1920,,,-10,151,-10,151,Original,
Ig6,xd858,Ulawans,saaa1240,Ulawans (Ig6),,1900,,,-10,161,-9.63,161.44,Revised,
Ig7,xd859,Lakalai,naka1262,Lakalai (Ig7),Western Nakanai,1950,,,-5,151,-5.5,150.81,Revised,
Ad19,xd86,Fipa,fipa1238,Fipa (Ad19),Wafipa,1910,,,-8,31,-8,31,Original,
Ig8,xd860,Simboese,simb1256,Simboese (Ig8),Eddystone Islanders,1910,,,-8,157,-8,157,Original,
Ig9,xd861,Manus,tita1241,Manus (Ig9),,1920,Manus (OM06),http://ehrafworldcultures.yale.edu/collection?owc=OM06,-2,147,-2,147,Original,
Ih1,xd862,Mota,mota1237,Mota (Ih1),,1890,,,-14,168,-13.84,167.7,Revised,
Ih10,xd863,Tannese,sout2869,Tannese (Ih10),,1920,,,-20,168,-19.6,169.44,Revised,
Ih11,xd864,Epi,lame1260,Epi (Ih11),,1920,,,-17,168,-16.61,168.17,Revised,
Ih12,xd865,Eromangans,siee1239,Eromangans (Ih12),,1920,,,-19,169,-18.85,169.16,Revised,
Ih13,xd866,Ranon,nort2839,Ranon (Ih13),,1920,,,-16,168,-16.18,168.15,Revised,
Ih14,xd867,Mbau Fijians,bauu1243,Mbau Fijians (Ih14),,1840,,,-18,179,-17.81,178.32,Revised,
Ih2,xd868,Seniang,sout2857,Seniang (Ih2),,1930,,,-17,167,-16.51,167.47,Revised,
Ih3,xd869,Bunlap,saaa1241,Bunlap (Ih3),Pentecost,1950,,,-16,168,-15.95,168.22,Revised,
Ad2,xd87,Nyoro,nyor1246,Nyoro (Ad2),"Banyoro, Kitara",1950,Banyoro (FK11),http://ehrafworldcultures.yale.edu/collection?owc=FK11,2,32,2,32,Original,
Ih4,xd870,Lau,laua1243,Lau (Ih4),,1920,Lau (OQ06),http://ehrafworldcultures.yale.edu/collection?owc=OQ06,-18,179,-17.74,-179.31,Revised,
Ih5,xd871,Ajie,ajie1238,Ajie (Ih5),,1860,,,-22,165,-21.37,165.47,Revised,
Ih6,xd872,Rotumans,rotu1241,Rotumans (Ih6),,1890,,,-13,177,-12.5,177.07,Revised,
Ih7,xd873,Lifu,dehu1237,Lifu (Ih7),Lifu Islanders,1910,,,-21,163,-20.94,167.23,Revised,
Ih8,xd874,Vanua Levu,nort2843,Vanua Levu (Ih8),,1940,,,-17,179,-17.81,178.32,Revised,
Ih9,xd875,Santa Cruz Islanders,natu1246,Santa Cruz (Ih9),Santa Cruz,1930,Santa Cruz (ON13),http://ehrafworldcultures.yale.edu/collection?owc=ON13,-11,166,-10.73,165.85,Revised,
Ii1,xd876,American Samoans,samo1305,Samoans (Ii1),,1920,,,-14.289155,-170.706485,-13.68,-172.41,Revised,
Ii10,xd877,Rennell Islanders,renn1242,Rennell (Ii10),"Mugaba, Rennell",1950,,,-12,160,-11.74,160.42,Revised,
Ii12,xd878,Tongans,tong1325,Tongans (Ii12),,1920,Tongans (OU09),http://ehrafworldcultures.yale.edu/collection?owc=OU09,-20,-174,-19.74,-175.07,Revised,
Ii13,xd879,Uveans,wall1257,Uveans (Ii13),Wallis Islanders,1830,,,-13,-176,-13.28,-176.17,Revised,
Ad20,xd88,Nyamwezi,nyam1276,Nyamwezi (Ad20),"Banyamwezi, Wanyamwezi",1920,,,-5,33,-5,33,Original,
Ii14,xd880,Upolu Samoans,samo1305,Upolu (Ii14),"Upolu, Western Samoans",1829,Samoans (OU08),http://ehrafworldcultures.yale.edu/collection?owc=OU08,-14,172,-13.94,-171.77,Revised,
Ii2,xd881,Tikopia,tiko1237,Tikopia (Ii2),,1930,Tikopia (OT11),http://ehrafworldcultures.yale.edu/collection?owc=OT11,-12,168,-12.29,168.83,Revised,
Ii3,xd882,Pukapukans,puka1242,Pukapukans (Ii3),Danger Islanders,1930,Pukapuka (OZ11),in process,-11,-166,-10.89,-165.84,Revised,
Ii4,xd883,Ellice,tuva1244,Ellice (Ii4),Tuvalu Islanders,1890,,,-8,178,-7.48,178.68,Revised,
Ii5,xd884,Ontong Java,onto1237,Ontong Java (Ii5),"Leuenuwa, Lord Howe's Islanders",1920,,,-5,160,-5.48,159.7,Revised,
Ii6,xd885,Tokelau,toke1240,Tokelau (Ii6),,1900,,,-9,-172,-9.2,-171.85,Revised,
Ii7,xd886,Kapingamarangi,kapi1249,Kapingamarang (Ii7),Kapingamarang,1910,,,1,155,1.09,154.8,Revised,
Ii8,xd887,Futunans,east2447,Futunans (Ii8),Horne Islanders,1840,,,-14,-178,-14.31,-178.11,Revised,
Ii9,xd888,Niueans,niue1239,Niueans (Ii9),,1840,,,-19,-169,-19.05,-169.86,Revised,
Ij1,xd889,Mangaians,raro1241,Mangaians (Ij1),,1820,,,-22,-158,-21.93,-157.91,Revised,
Ad21,xd89,Pimbwe,pimb1238,Pimbwe (Ad21),Bapimbwe,1930,,,-7,31,-7,31,Original,
Ij10,xd890,Tongarevans,penr1237,Tongarevans (Ij10),Penrhyn Islanders,1900,,,-9,-158,-9.02,-158.03,Revised,
Ij2,xd891,Māori,maor1246,Maori (Ij2),Maori,1820,Maori (OZ04),http://ehrafworldcultures.yale.edu/collection?owc=OZ04,-35,175,-38.41,176.31,Revised,
Ij3,xd892,Marquesans,nort2845,Marquesans (Ij3),,1900,Marquesas (OX06),http://ehrafworldcultures.yale.edu/collection?owc=OX06,-9,-140,-8.9,-140.08,Revised,
Ij4,xd893,Manihikians,raka1237,Manihikians (Ij4),,1850,,,-10,-160,-10.41,-160.98,Revised,
Ij5,xd894,Raroians,tuam1242,Raroians (Ij5),Rareians,1900,,,-16,-142,-15.94,-142.31,Revised,
Ij6,xd895,Hawaiians,hawa1245,Hawaiians (Ij6),,1800,Hawaiians (OV05),http://ehrafworldcultures.yale.edu/collection?owc=OV05,20,-156,19.89,-155.83,Revised,
Ij7,xd896,Mangarevans,mang1401,Mangarevans (Ij7),,1900,,,-20,-134,-23.12,-134.97,Revised,
Ij8,xd897,Tahitians,tahi1242,Tahitians (Ij8),Society Islanders,1900,,,-18,-150,-17.71,-149.54,Revised,
Ij9,xd898,Easter Islanders,rapa1244,Easter Island (Ij9),Easter Island,1860,Rapa nui (OY02),http://ehrafworldcultures.yale.edu/collection?owc=OY02,-27,-190,-27.12,-109.36,Revised,
Aa9,xd9,Hadza,hadz1240,Hatsa Kindiga (Aa9),"Hadzabe, Hatsa Kindiga, Hadza, Kindiga",1910,,,-3,35,-3,35,Original,
Ad22,xd90,Sukuma,suku1261,Sukuma (Ad22),"Basukuma, Wassukuma",1950,,,-3,34,-3,34,Original,
