ISO 693-3 code,Language name,FAMILY-REVISED,Class2,Class3,Ethnologue Classification (unrevised),
odu,Odual,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Central Delta, Abua-Odual",
kes,Kugbo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Central Delta, Kugbo",
ann,Obolo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo",
eki,Eki,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo",
ide,Idere,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo",
ebg,Ebughu,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Ebughu",
efa,Efai,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Efai",
anw,Anaang,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Efik",
efi,Efik,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Efik",
ibb,Ibibio,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Efik",
ukq,Ukwa,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Efik",
etb,Etebi,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Ekit",
eke,Ekit,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Ekit",
enw,Enwan,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Enwang-Uda",
uda,Uda,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Enwang-Uda",
ibn,Ibino,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Ibino",
ibr,Ibuoro,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Ibuoro",
itm,Itu Mbon Uzo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Ibuoro",
itw,Ito,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Ibuoro",
nkz,Nkari,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Ibuoro",
iki,Iko,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Iko",
ilv,Ilue,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Ilue",
okb,Okobo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Okobo",
orx,Oro,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Oro",
usk,Usaghade,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Usaghade",
gkn,Gokana,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Ogoni, East",
ogo,Khana,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Ogoni, East",
tkq,Tee,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Ogoni, East",
bvj,Baan,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Ogoni, West",
elm,Eleme,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Ogoni, West",
bbs,Bakpinka,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Agoi-Doko-Iyoniyong",
ibm,Agoi,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Agoi-Doko-Iyoniyong",
uya,Doko-Uyanga,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Agoi-Doko-Iyoniyong",
akd,Ukpet-Ehom,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Akpet",
iko,Olulumo-Ikom,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, East-West, Ikom",
kcc,Lubila,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, East-West, Loko",
nbo,Nkukoli,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, East-West, Loko",
yaz,Lokaa,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, East-West, Loko",
ayi,Leyigha,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, East-West, Mbembe-Legbo, Legbo",
agb,Legbo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, East-West, Mbembe-Legbo, Legbo",
ldg,Lenyima,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, East-West, Mbembe-Legbo, Legbo",
mfn,"Mbembe, Cross River","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, East-West, Mbembe-Legbo, Mbembe",
org,Oring,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, North-South, Koring-Kukele, Koring",
eze,Uzekwe,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, North-South, Koring-Kukele, Kukele",
kez,Kukele,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, North-South, Koring-Kukele, Kukele",
bcs,Kohumono,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, North-South, Ubaghara-Kohumono, Kohumono",
umm,Umon,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, North-South, Ubaghara-Kohumono, Kohumono",
yay,Agwagwune,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, North-South, Ubaghara-Kohumono, Kohumono",
byc,Ubaghara,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, North-South, Ubaghara-Kohumono, Ubaghara",
kkm,Kiong,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Kiong-Korop",
krp,Korop,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Kiong-Korop",
oda,Odut,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Kiong-Korop",
aqg,Arigidi,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Akokoid",
ahn,Àhàn,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Ayere-Ahan",
aye,Ayere,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Ayere-Ahan",
cbj,Ede Cabe,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri",
ijj,Ede Ije,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri",
ica,Ede Ica,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri",
its,Isekiri,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri",
idd,Ede Idaca,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri",
ife,Ifè,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri",
luq,Lucumi,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri",
mkl,Mokole,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri",
nqg,"Nago, Southern","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri",
nqk,"Ede Nago, Kura","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri",
ulb,Ulukwumi,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri",
xkb,"Nago, Northern","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri",
yor,Yoruba,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri",
igl,Igala,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Igala",
deg,Degema,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Delta",
enn,Engenni,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Delta",
epi,Epie,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Delta",
ihi,Ihievbe,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central",
uok,Uokha,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central",
bin,Edo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central, Edo-Esan-Ora",
ema,Emai-Iuleha-Ora,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central, Edo-Esan-Ora",
ish,Esan,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central, Edo-Esan-Ora",
aaa,Ghotuo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central, Ghotuo-Uneme-Yekhee",
atg,Ivbie North-Okpela-Arhe,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central, Ghotuo-Uneme-Yekhee",
env,Enwan,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central, Ghotuo-Uneme-Yekhee",
ets,Yekhee,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central, Ghotuo-Uneme-Yekhee",
igw,Igwe,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central, Ghotuo-Uneme-Yekhee",
ikp,Ikpeshi,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central, Ghotuo-Uneme-Yekhee",
oso,Ososo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central, Ghotuo-Uneme-Yekhee",
sxs,Sasaru,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central, Ghotuo-Uneme-Yekhee",
une,Uneme,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central, Ghotuo-Uneme-Yekhee",
adu,Aduge,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern",
ehu,Ehueun,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern, Osse",
iya,Iyayu,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern, Osse",
uku,Ukue,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern, Osse",
uha,Uhami,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern, Osse",
ayk,Akuku,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern, Southern",
ids,Idesa,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern, Southern",
okx,Okpe,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern, Southern",
opa,Okpamheri,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern, Southern",
olm,Oloma,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern, Southern",
erh,Eruwa,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Southwestern",
evh,Uvbie,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Southwestern",
iso,Isoko,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Southwestern",
oke,Okpe,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Southwestern",
urh,Urhobo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Southwestern",
afo,Eloyi,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Akweya, Eloyi",
utr,Etulo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Akweya, Etulo-Idoma, Etulo",
ala,Alago,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Akweya, Etulo-Idoma, Idoma",
agc,Agatu,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Akweya, Etulo-Idoma, Idoma",
idu,Idoma,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Akweya, Etulo-Idoma, Idoma",
ige,Igede,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Akweya, Etulo-Idoma, Idoma",
yba,Yala,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Akweya, Etulo-Idoma, Idoma",
akf,Akpa,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Yatye-Akpa",
ekr,Yace,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Yatye-Akpa",
ekp,Ekpeye,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Igboid, Ekpeye",
eza,Ezaa,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Igboid, Igbo",
gmz,Mgbolizhia,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Igboid, Igbo",
ibo,Igbo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Igboid, Igbo",
ikk,Ika,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Igboid, Igbo",
iqw,Ikwo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Igboid, Igbo",
ikw,Ikwere,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Igboid, Igbo",
izz,Izii,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Igboid, Igbo",
ogc,Ogbah,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Igboid, Igbo",
ukw,Ukwuani-Aboh-Ndoni,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Igboid, Igbo",
byf,Bete,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Jukunoid",
juh,Hõne,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Jukunoid, Central, Jukun-Mbembe-Wurbo, Jukun",
jib,Jibu,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Jukunoid, Central, Jukun-Mbembe-Wurbo, Jukun",
juw,Wãpha,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Jukunoid, Central, Jukun-Mbembe-Wurbo, Jukun",
jbu,Jukun Takum,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Jukunoid, Central, Jukun-Mbembe-Wurbo, Jukun",
jub,Wannu,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Jukunoid, Central, Jukun-Mbembe-Wurbo, Kororofa",
juk,Wapan,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Jukunoid, Central, Jukun-Mbembe-Wurbo, Kororofa",
juo,Jiba,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Jukunoid, Central, Jukun-Mbembe-Wurbo, Kororofa",
nza,"Mbembe, Tigon","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Jukunoid, Central, Jukun-Mbembe-Wurbo, Mbembe",
bcv,Shoo-Minda-Nye,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Jukunoid, Central, Jukun-Mbembe-Wurbo, Unclassified",
cfg,Como Karim,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Jukunoid, Central, Jukun-Mbembe-Wurbo, Wurbo",
