EA_ID,Society_name_EA,Harmonized_society_name,EA_Alternate_name,EA_revisedFocalYear,EA_references
If1,Palauans,Palauans,NA,1940,"Barnett, H. G. 1960. Being a Palauan. New York.
Barnett, H. G. 1949. Palauan Society. Eugene.
Force, R. W. 1960. Leadership and Cultural Change in Palau. Fieldiana, Anthropology 50: 1-211.
Keate, G. 1788. An Account of the Pelew Islands. London.
Kramer, A. 1929. Palau. Ergebnisse aus der Sudsee-Expedition 1908-1910, ed. G. Thilenius, 5 vols., B, III. Hamburg.
Kubary, J. S. 1873. Die Palau-Inseln in der Sudsee. Journal des Museum Godeffroy I: 177-238. Hamburg.
Kubary, J. S. 1900. Die Verbrechen und das Strafverfahren auf den Pelau-Inseln. Die Mikronesischen Kolonien aus ethnologischen Gesichtspunkten, ed. A. Bastian 2: 1-36. Berlin.
Murdock, G. P., C. S. Ford, and J.W.M. Whiting. 1944. West Caroline Islands. Civil Affairs Handbook, OPNAV 50-E-7, pp. 1-222. Washington.
Semper, K. 1873. Die Paulau-Inseln im Stillen Ozean. Leipzig."
If10,Nomoians,Nomoians,Mortlock Islanders,1940,"Tolerton, B., and J. Rauch.  1949.  Social Organization, Land Tenure, and Subsistence Economy of Lukunor, Nomoi Islands.  Unpublished Ms.
"
If11,Kusaians,Kusaians,NA,1860,"Sarfert, E.  1919.  Kusae.  Ergebnisse der Sudsee-Expedition 1908-1910, ed.  G Thilenius.  2v.  Hamburg.

"
If12,Bikinians,Bikinians,NA,1940,"Mason, L.  1954.  Relocation of the Bikini Marshallese.  Unpublished Ph.D. dissertation, Yale University.
"
If13,Nauruans,Nauruans,NA,1900,"Hambruch, P.  1914-15.  Nauru.  Ergebnisse der Sudsee-Expedition 1908-1910, ed. G. Thilenius.  2v.  Hamburg.
Wedgwood, C, 1936.  Report on Research in Nauru Island. Oceania 6: 359-391; 7: 1-33.
Stephen, E.  1936.  Notes on Nauru, Oceania 7: 34-63.
"
If14,Makin,Makin,Gilbertese,1890,"Finsch, O. 1893. Ethnologische Erfahrungen und Belegstucke aus der Sudsee 3: 19-89. Wien.
Grimble, A. 1921. From Birth to Death in the Gilbert Islands. Journal of the Royal Anthropological Institute 51: 25-54.
Kramer, A. 1906. Hawii, Ostmikronesien, und Samoa, pp. 253-315. Stuttgart.
Lambert, B. 1964. Fosterage in the Northern Gilbert Islands. Ethnology 3: 232-258.
Lambert, B. n.d. Gilbert Islands. Adoption in Eastern Oceanea, ed. V. Carroll.
Lambert, B. 1963. Rank and Ramage in the Northern Gilbert Islands. Ph.D. Dissertation, University of California at Berkeley.
Lambert, B. 1968. The Economic Activities of a Gilbertese Chief. Political Anthropology, ed. M.J. Schwartz, et al., pp. 155-172. Chicago.
Lambert, B. 1970. The Gilbert Islands. Land Tenure in the Pacific, ed. R.G. Crocombe."
If15,Carolinians,Carolinians,NA,1930,"Spehr, A.  1954.  Saipan.  Fieldiana: Anth. 41: 1-383.
Joseph, Alice and Veronica F. Murray.  1951.  Chamorros and Carolinians of Saipan: personality tests with an analysis of the Bender Gestalt test by Lauretta Bender. Cambridge, Harvard University Press.
"
If16,Lamotrek,Lamotrek,NA,1960,"Alkire, W. H.  1965.  Lamotrek Atoll and Inter-island Socioeconomic Ties.  Illinois Stud. Anthr. 5: 1-180.
"
If17,Marshallese,Marshallese,NA,1900,"Spoehr, A.  1949.  Majuro.  Fieldiana:  Anth. 39: 1-266.
Marshallese, with special reference to the island of Jaluit.  L: 6N, 165E. T: 1900.  Erdland, P. A.  1914.  Die Marshall-Insulaner.  Munster i. Wien.

"
If2,Trukese,Trukese,NA,1940,"Bollig, L. 1927. Die Bewohner der Truk-Inseln. Anthropos Ethnologische Bibliothek, vol. 3. Munster.
Fischer, Ana M. 1950. The Role of the Trukese Mother and Its Effect on Child Training. (Final SIM Report, Pacific Science Board, National Research Council, imeographed, Washington.)
Gladwin, T., and S. B. Sarason. 1953. Truk:Man in Paradise. Viking Fund Publications in Anthropology 20: 1-655.
Goodenough, W. H. 1969. Changing Social Organization on Romonum, Truk 1947-1965. Ms.
Goodenough, W. H. 1949. (1951. New Haven.)Property, Kin, and Community on Truk. Yale University Publications in Anthropology, 46: 1-192.
LeBar, F. M. 1964. The Material Culture of Truk. Yale University Publications in Anthropology, 68: 1-185.
Murdock, G. P., C. S. Ford, and J.W.M. Whiting. 1944. East Caroline Islands. Civil Affairs Handbook OPNAV 50-E-5: -213. Washington."
If3,Majuro,Majuro,Marshallese,1940,"Spoehr, A.  1949.  Majuro.  Fieldiana:  Anth. 39: 1-266."
If4,Ifuluk,Ifuluk,NA,1940,"Burrows, E. G., and M. E. Spiro.  1953.  An Atoll Culture. New Haven.
Burrows, Edwin Grant.  1949.  The people of Ifaluk: a little-disturbed atoll culture.  Unpublished manuscript submitted as a final report, Coordinated investigation of Micronesian Anthropology.  Washington, Pacific Science Board, National Research Council.
Damm, Hans, et al.  1938.  Zentralkurolinen, Part II: Ifaluk, Aurepik, Faraulip, Sorol, Mogemog (The Central Carolines Part II).  Ergebnisse der Sudsee-Expedition 
1908-1910.  Section B, Vol. 10, Part 2.  Hamburg, Friederichsen, De Gruyter.
Spiro, Melford E.  1949.  Ifaluk:  a South See culture. Unpublished manuscript submitted as a final report, Coordinated Investigation of Micronesian Anthropology. Washington, Pacific Science Board, National Research Council.
"
If5,Ponapeans,Ponapeans,NA,1910,"Hambruch, P.  1932-36.  Ponape.  Ergebnisse der Sudsee-Expedition, ed. G. Thilenius, H. B. 7: i, 1-376; ii, 1-386; iii, 1-127.  Berlin.
Riesenberg, S.  1949.  Ponapean Political and Social Organization.  Unpublished Ms.  
        Bascom, W. R.  1965.  Ponape: A Pacific Economy in Transition.  Anth. Rec. 22: 1-149.
"
If6,Yapese,Yapese,NA,1910,"Hunt, E. E., Jr., D. M. Schneider, N. R. Kidder, and W. D. Stevens. 1949. The Micronesians of Yap and Their Depopulation. Washington.
Muller, W. 1917. Yap. Ergebnisse der Sudsee-Expedition 1908-1910, ed. G. Thilenius 2, B, iii:1-380. Hamburg.
Murdock, G. P., C. S. Ford, and J.W.M. Whiting. 1944. West Caroline Islands. Civil Affairs Handbook OPNAV 50E-7: 1-222.
Salesius. 1906. Die Karolineninsel Jap. Berlin.
Schneider, D. M. 1962. Double Descent on Yap. Journal of the Polynesian Society. 71: 1-24.
Schneider. 1957. Political Organization, Supernatural Sanctions and the Punishment for Incest on Yap. American Anthropologist 59: 791-800.
Schneider, D.M. n.d. Unpublished field notes.
Schneider, D. M. 1953. Yap Kinship Terminology and Kin Groups. American Anthropologist 55: 215-236.
Senfft, A. 1903. Ethnographische Beitrage uber die Carolineninsel Yap. Petermanns Mitteilungen 49: 46-60, 83-87.
Tetens, A. 1958. Among the Savages of the South Seas. Trans. F. M. Spoehr. Stanford.
Tetens, A., and J. Kubary. 1873. Die Carolineninsel Yap. Journal des Museum Godeffroy 1: 84-120. Hamburg."
If7,Gilbert Onotoa,Gilbert Onotoa,NA,1940,"Goodenough, W. H.  1955.  A Problem in Malayo-Polynesian Social Organization.  Amer. Anth. 57: 71-83.
Goodenough, W. H.  1951.  Progress Report on Ethonographic Phase of Onotoa Project.  Washington (mimeographed).
Knudson, K. E.  1965.  Titiana: A Gilbertese Community in the Solomon Islands.  Eugene.
Lundsgaarde, H. P.  1966.  Cultural Adaptation in the Southern Gilbert Islands.  Eugene.
"
If8,Chamorro,Chamorro,NA,1950,"Spoehr, A.  1954.  Saipan.  Fieldiana: Anthropology 41: 1-383.
Joseph, A., and V. F. Murray.  1951.  Chamorros and Carolinians of Saipan.  Cambridge.
"
If9,Ulithians,Ulithians,NA,1900,"Lessa, W. A.  1950.  The Ethnography of Ulithi Atoll.  Unpublished Ms.
Ulithi (Micronesia). 
William, Lessa, Ulithi: A Micronesian design for living, New York, Holt, Rinehart and Winston, 1966.
"
Ig1,Siuai,Siuai,NA,1940,"Oliver, D. L. 1955. A Solomon Island Society. Cambridge.
Oliver, D. L. 1949. Studies in the Anthropology of Bougainville. Papers of the Peabody Museum, Harvard University, vol. 29, 1-4."
Ig10,Usiai,Usiai,NA,1950,"Schwartz, T.  1964.  Personal Communication to A. Lomax."
Ig11,Rossel,Rossel,Rossel Islanders,1920,"Armstrong, W. E.  1928.  Rossel Island.  Cambridge."
Ig12,Choiseulese,Choiseulese,NA,1900,"Scheffler, H. W.  1965.  Choiseul Island Social Structure. Berkeley and Los Angeles.

"
Ig13,Aua,Aua,NA,1900,"Hambruch, P.  1907.  Wuvulu und Aua.  Mitt. Mus. Voelkerkunde Hamburg 21: 1-156.
Pitt-Rivers, G. L. F.  1925.  Aua Island. Journ. Roy. Anmth. Inst. 55: 425-438.
"
Ig14,Dahuni,Dahuni,NA,1900,"Seligmann, C. G.  The Melanesians of British New Guinea.  Cambridge.
Belshaw, C. S. 1955.  In Search of Wealth.  Mem. Amer. Anth. Assoc. 80: 1-84.
"
Ig15,Bakovi,Bakovi,NA,1950,"Goodenough, W. H.  1954.  Notes on the Ethnography of the Bakovi Tribe.  Unpublished Ms.
"
Ig16,Bwaidoga,Bwaidoga,NA,1950,"Goodenough, W. H.  1951.  Notes on the Bwaidoga People. Unpublished Ms.
"
Ig17,Koobe,Koobe,Kombe,1950,"Goodenough, W. H.  1954.  Notes on the Ethnography of the Koobe. Unpublished Ms.
"
Ig18,Kwaio,Kwaio,NA,1960,"Keesing, R. M.  1966.  Kwaio Kindreds.  Southw. Journ. Anth. 22: 346-359.
Keesing, R. M.  1967.  Statistical Models and Decision Models of Social Structure: A Kwaio Case.  Ethnology 6: 1-16.
Keesing, R. M.  1968.  Step Kin, In-laws, and Ethnoscience.  Ethnology 7: 59-70.
Ivens, W. G.  1930.  The Island Builders of the Pacific.  London.
"
Ig19,Molima,Molima,NA,1950,"Chowning, A.  1962.  Cognatic Kin Groups Among the Molima of Fergusson Island.  Ethnology 1: 92-101.
Goodenough, W. H.  1952.  Ethnological Reconnaisance in New Guinea. University (of Pennsylvania) Museum Bull. 17: 5-37.
"
Ig2,Trobriands,Trobriands,NA,1910,"Fathauer, G. H. 1954. Kinship and Social Structure of the Trobriand Islands. Ms.
Malinowski, B. 1922. Argonauts of the Western Pacific. George Routledge and Sons. London.
Malinowski, B. 1935. Coral Gardens and Their Magic. 2v. New York.
Malinowski, B. 1926. Crime and Custom in Savage Society. Harcourt, Brace. London.
Malinowski, B. 1927. Sex and Repression in Savage Society. London.
Malinowski, B. 1921. The Primitive Economics of the Trobriand Islanders, Economic Journal 31: 1-16.
Malinowski, B. 1929. The Sexual Life of Savages in Northwestern Melanesia. 2v. New York.
Powell, H. A. 1960. Competitive Leadership in Trobriand Political Organization. Journal of the Royal Anthropological Institute 90: 118-145.
Silas, E. 1926. A Primitive Arcadia. London.
Uburoi, J.P.S. 1962. Politics of the Kula Ring. New York.
"
Ig20,Kaoka,Kaoka,Kaukau,1920,"Hogbin, H. I.  1965.  A Guadalcanal Society: The Kaoka Speakers. New York.
"
Ig21,Tangu,Tangu,Tanga,1930,"Bell, F. L. S.  1934.  Report on Field Work in Tanga.  Oceania 4: 290-309.
Bell, F. L. S.  1938.  Courtship and Marriage Among the Tanga.  Oceania 8: 401-418.
"
Ig3,Kurtatchi,Kurtatchi,Buka,1930,"Blackwood, B.  1935.  Both Sides of Buka Passage.  Oxford."
Ig4,Lesu,Lesu,New Irelanders,1930,"Powdermaker, H. 1932. Feasts in New Ireland. American Anthropologist 34: 236-247.
Powdermaker, H. 1933. Life in Lesu. New York.
Powdermaker, H. 1931. Mortuary Rites in New Ireland. Oceania 2: 26-43.
Powdermaker, H. 1931. Vital Statistics in New Ireland. Human Biology 3: 351-375."
Ig5,Dobuans,Dobuans,NA,1920,"Fortune, R. F.  1932.  Sorcerers of Dobu.  New York."
Ig6,Ulawans,Ulawans,NA,1900,"Ivens, W. G.  1927.  Melanesians of the South-East Solomon Islands.  London.
"
Ig7,Lakalai,Lakalai,Western Nakanai,1950,"Goodenough, W. H.  1962.  Kindred and Hamlet in Lakalai, New Brittain.  Ethnology 1: 5-12.
Chowning, A.  1957.  Lakalai Society.  Ph.D. dissertation, University of Pennsylvania."
Ig8,Simboese,Simboese,Eddystone Islanders,1910,"Scheffler, H. W.  1962.  Kindred and Kin Groups in Simbo Island Social Structure.  Ethnology 1: 135-157.
Rivers, W. H. R.  1926.  Psychology and Ethnology. London.
Rivers, W. H. R.  1914.  The History of Melanesian Society.  2v. Cambridge.
Hocart, A. M.  1922.  The Cult of the Dead in Eddystone of the Solomons.  Journ. Roy. Anth. Inst. 55: 71-112, 259-305.
"
Ig9,Manus,Manus,NA,1920,"Fortune, R.F. 1935. Manus Religion. Memoirs of the American Philosophical Society 3:1-391.
Mead, M. 1932. An Investigation of the Thought of Primitive Children with Special Reference to Animism. Journal of the Royal Anthropological Institute 62: 173-190.
Mead, M. 1930. Growing Up in New Guiena. New York.
Mead, M. 1934. Kinship in the Admirality Islands. Anthropological Papers of the American Museum of Natural History 34: 180-358.
Mead, M. 1930. Melanesian Middlemen. Natural History 30: 115-130.
Mead, M. 1969. New Lives for Old. New York.
Mead, M. 1937. The Manus of the Admiralty Islands. Cooperation and Competition among Primitive Peoples, ed. M. Mead, pp. 210-239. New York."
Ih1,Mota,Mota,NA,1890,"Codrington, R. H.  1891.  The Melanesians.  Oxford.
Rivers, W. H. R.  1914.  The History of Melanesian Society 1:  20-176.  Cambridge.
"
Ih10,Tannese,Tannese,NA,1920,"Humphreys, C.B.  1926.  The Southern New Hebrides.  Cambridge."
Ih11,Epi,Epi,NA,1920,"Deacon, A. B.  1929.  Notes on Some Islands of the New Hebrides. Journ. Roy. Anth. Inst. 59: 498-506.
"
Ih12,Eromangans,Eromangans,NA,1920,"Humphreys, C. B.  1926.  The Southern New Hebrides.  Cambridge."
Ih13,Ranon,Ranon,NA,1920,"Deacon, A. B.  1927.  The Regulation of Marriage in Ambrym.  Journ. Roy. Anth. Inst. 57: 325-342.
Guiart, J.  1956.  Le district du Nord Ambrym.  Journ. Soc. Oceanistes 23: 201-336.
Lane, R., and B. Lane.  1958.  The Evolution of Ambrym Kinship. Southw. Journ. Anth. 14: 107-135.
Barnard, T. T.  1938.  The Social Organization of Ambrym.  Man 28: 133-137.
"
Ih14,Mbau Fijians,Mbau Fijians,NA,1840,"Deane, W. 1921. Fijian Society. London.
Ross, G. K. 1953. Fijian Way of Life. Melbourne.
Spencer, D.M. 1941. Disease, Religion and Society in the Fiji Islands. Monographs of the American Ethnological Society 2:1-82.
Thomson, B. 1908. The Fijians. London.
Tippett, A. R. 1968. Fijian Material culture. Bulletins of the Bernice P. Bishop Museum 232: 1-193.
Toganivalu, D. 1917. Fijian Property and Gear. Transactions of the Fijian Society.
Tonganivalu, D. 1911. The Customs of Ban Before the Advent of Christianity. Transactions of the Fijian Society.
Waterhouse, J. 1866. The King and People of Fiji. London.
Williams, T. 1884. Fiji and the Fijians. Rev. edit. London.
"
Ih2,Seniang,Seniang,NA,1930,"Deacon, A. B.  1934.  Malekula.  London."
Ih3,Bunlap,Bunlap,Pentecost,1950,"Lane, R. B. 1956. The Heathen Communities of Southeast Pentecost. Journal de la Soci‚te des Oceanistes 12: 139-180.
Lane, R. B. 1965. The Melanesians of South Pentecost. Gods, Ghosts and Men in Melanesia, ed. P. Lawrence and M. G. Meggitt, pp. 250-279. London.
Lane, R. B., and B. S. Lane. 1957. Unpublished field notes."
Ih4,Lau,Lau,NA,1920,"Hocart, A. M.  1929.  Lau Islands, Fiji.  Bull. Bishop Mus. 62:  I-240.
Thompson, L.  1940.  Southern Lau, Fiji. Bull. Bishop Mus. 162.
Thompson, Laura.  1940.  Fijian frontier.  Studies of the Pacific, No. 4.  San Francisco, Institute of Pacific Relations.
Quain, Buell H.  1948.  Fijian village, Chicago, University of Chicago Press.
Laura Thompson, ""Southern Lau, Fiji:  an ethnography,"" Bernice P.
A. M. Hocart, ""Lau Islands, Fiji,"" Bernice P. Bishop Museum, Bulletin 62, 1929.
Geddes, W. R.  IV-10.  1946.  ""The color sense of Fijian natives,"" British Journal of Psychology 37: 30-36.
"
Ih5,Ajie,Ajie,NA,1860,"Barrau, J. 1956. L'agriculture viviere autochtone. Noumea.
Guiart, J. 1956. L'organisation sociale et countumiere de la population autochtone. Noumea.
Guiart, J. 1963. Structure de la chefferie en M‚lan‚sie du Sud. Travaux et M‚moires de l'Institut d'Ethnologie 66: 1-688.
Leenhardt, M. 1937. Gens de la Grand Terre, Nouvelle Cal‚donie. Paris.
Leenhardt, M. 1930. Notes d'ethnologie n‚o-cal‚donienne. Travauø eô M‚moireó då l'Instituô d'Ethnologiå 8º 1-340. Paris."
Ih6,Rotumans,Rotumans,NA,1890,"Gardner, J. S.  1897.  The Natives of Rotuma.  Journ. Roy. Anth. Inst. 27: 396-435, 457-524.
Russell, E. W.  1942.  Rotuma, Its History, Traditions and Customs.  Journ, Polyn. Soc. 51: 229-255.
Howard, A., and I. Howard.  1964.  Pre-Marital Sex and Social Control Among the Rotumans.  Amer. Anth. 66: 266-283.
"
Ih7,Lifu,Lifu,Lifu Islanders,1910,"Ray, S.  1917.  The People and Languages of Lifu, Loyalty Islands.  Journ. Roy.  Anth. Inst. 67: 239-322.
Hadfield, E.  1920.  Among the Natives of the Loyalty Group.  London.
"
Ih8,Vanua Levu,Vanua Levu,NA,1940,"Quain, B.  1949.  Fijian Village.  Chicago."
Ih9,Santa Cruz,Santa Cruz,NA,1930,"Davenport, W.  1964.  Social Structure of Santa Cruz Island. Explorations in Cultural Anthropology, ed. W.H. Goodenough, pp. 57-93.  New York.
"
Ii1,Samoans,Samoans,NA,1920,"Ember, M.  1959.  The Nonunilinear Descent Groups of Samoa.  Amer. Anth. 61:  573-577.
Mead, M.  1930.  Social Organization of Manua.  Bull. Bishop Mus. 76:  1-218.
Buck, P. H.  1930.  Samoan Material Culture.  Bull. Bishop Mus. 75:  1-724.
Freeman, J. D. 1965.  Some observations on Kinship and Political Authority in Samoa.  Amer. Anth. 66:  553-568. Ii14:  Upolu Samoans, with specific reference to the Aana kingdom of Western Samoa.  L:  14S, 172 W. T:  1829.
Turner, G.  1884.  Samoa.  London.
Stair, J. B.  1897.  Old Samoa.  London.
Grattan, F. J. H.  1948.  An Introduction to Samoan Custom. Apia.
Kramer, A.  1906.  Hawaii, Ostmikronesien und Samoa, pp. 253-315.  Stuttgart.
HRAF
Mead, Margaret.  1937.  Cooperation and Competition among Primitive Peoples.  New York, McGraw-Hill.  
Mead, Margaret.  1950.  Male and female:  a study of the sexes in a changing world.  New York, William Morrow & Co.
Mead, Margaret.  Coming of age in Samoa, New York, William Morrow, 1928.
Cook, P.  IV-6.  1942.  ""The application of the Rorschach test to a Samoan group.""  Rorschach Research Exchange 6: 51-60.
Kramer, A.  1901-02.  Die Samoa-Inseln.  2V.  Stuttgart.
Murdock, G. P.  1934.  The Samoans.  Our Primitive Contemporaries, pp. 48-84.  New York.
"
Ii10,Rennell,Rennell,Rennell Islanders,1950,"  Birket-Smith, K.  1956.  An Ethnological Sketch of Rennell Island.  Kong. Danske Videnskab. Selskab, Hist.-Filol. Medd. 35: iii, 1-222.
"
Ii12,Tongans,Tongans,NA,1920,"Gifford, E. W.  1929.  Tongan Society.  Bull. Bishop Mus. 61: 1-366.
Beaglehole, E., and P. Beaglehole.  1941.  Pangai Village in Tonga.  Mem. Polynesian Soc. 18: 1-145.
"
Ii13,Uveans,Uveans,Wallis Islanders,1830,"Burrows, E. G.  1937.  Ethnology of Uvea.  Bull. Bishop Mus.  145: 1-176.
"
Ii14,Upolu,Upolu,Samoans,1829,"Buck, P. H. 1930. Samoan Material Culture. Bulletins of the Bishop Museum 75: 1-724.                                                                                                                                                      Bulow, W. von. 1897. Der Stammbaum der Konige von Samoa. Globus, 1971.                                                                                                                                                                       Davidson, J. W. 1948. Political Development in Western Samoa. Pacific Affairs 21: 136-149.                 
Ember, M. 1962. Political Authority and the Structure of Kinship in Aboriginal Samoa. American Anthropologist 64: 964-971.                     
Grattan, F.J.H. 1948. An Introduction to Samoan Custom. Apia.             
Keesing, F. M. 1934. Modern Samoa:Its Government and Changing Life. London.           
Kramer, A. 1901-92. Die Samoa-Inseln. 2v. Stuttgart.
Kramer, A. 1906. Hawaii, Ostmikronesien und Samoa, pp. 253-315. Stuttgart.                              
Panoff, M. 1964. L'ancienne organisation c‚r‚monielle et politique des Samoa occidentales. L'Homme, v. 4, no. 2: 63-83.           
Stair, J. B. 1897. Old Samoa. London.
Turner, G. 1884. Samoa. London.                                                                                                              "
Ii2,Tikopia,Tikopia,NA,1930,"Firth, R. 1939. A Primitive Polynesian Economy. London.
Firth, R. 1956. Ceremonies for Children and Social Frequency in Tikopia. Oceania 27: 12-55.
Firth, R. 1952. Conflict and Adjustment in Tikopia Religions Systems. Ms.
Firth, R. 1960. Succession to Chieftainship in Tikopia. Oceania 30: 161-180.
Firth, R. 1936. We, the Tikopia. London.
Firth, R. 1940. Work of the Gods. London School of Economics Monographs on Social Anthropology vols. 1-2."
